title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,loudness,liveness,speechiness,instrumentalness,track_popularity
LOVELY BASTARDS,"ZWE1HVNDXR, yatashigang",gaming,happy,0.81,150.251,0.686,0.613,0.832,-6.16,0.137,0.488,0.899,75
Boyz In Paris (with VINAI),"Marnik, Naeleck, VINAI",gaming,intense,0.967,149.036,0.399,0.628,0.0398,-4.068,0.274,0.0485,4.67e-05,75
Watch This - ARIZONATEARS Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",gaming,intense,0.897,129.975,0.355,0.686,0.0103,-7.18,0.153,0.0386,0.103,75
10:35,"Tiësto, Tate McRae",gaming,happy,0.793,120.003,0.698,0.696,0.0683,-5.733,0.18,0.097,3.78e-06,75
Master Of Puppets,Metallica,metal,happy,0.836,105.173,0.56,0.543,0.000647,-9.11,0.153,0.0353,0.431,75
Hail to the King,Avenged Sevenfold,metal,happy,0.916,118.004,0.683,0.58,0.000297,-4.358,0.126,0.0387,0.0259,75
Jump - 2015 Remaster,Van Halen,rock,happy,0.835,129.981,0.795,0.572,0.171,-6.219,0.0702,0.0317,0.000377,75
LIKE THAT,BABYMONSTER,k-pop,happy,0.5,101.959,0.76,0.871,0.32,-8.675,0.0672,0.103,3.49e-06,75
Otro Atardecer,"Bad Bunny, The Marías",latin,happy,0.595,108.02,0.546,0.777,0.59,-6.79,0.0669,0.0375,0.00139,75
Neverita,Bad Bunny,latin,sad,0.498,122.016,0.428,0.876,0.0706,-7.511,0.143,0.0478,0.0,75
un x100to,"Grupo Frontera, Bad Bunny",latin,happy,0.724,83.118,0.562,0.569,0.228,-4.076,0.27,0.0474,0.0,75
Bleeding Love,Leona Lewis,pop,intense,0.656,104.036,0.225,0.638,0.188,-5.886,0.146,0.0357,0.0,75
A Thousand Miles,Vanessa Carlton,pop,intense,0.825,94.931,0.268,0.56,0.323,-3.862,0.161,0.0379,0.0,75
Love Story (Taylor’s Version),Taylor Swift,pop,intense,0.792,119.054,0.415,0.627,0.13,-4.311,0.0845,0.031,3.97e-06,75
Señorita,"Shawn Mendes, Camila Cabello",pop,happy,0.54,116.947,0.75,0.759,0.037,-6.039,0.0945,0.0287,0.0,75
Good Time,"Owl City, Carly Rae Jepsen",pop,happy,0.872,126.05,0.682,0.56,0.0239,-4.269,0.371,0.14,6.98e-06,75
Replay,Iyaz,pop,intense,0.751,91.031,0.195,0.706,0.173,-6.323,0.168,0.0708,0.0,75
Break Free,"Ariana Grande, Zedd",pop,intense,0.702,129.948,0.29,0.686,0.00637,-5.325,0.204,0.0455,4.46e-05,75
"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",pop,happy,0.861,128.99,0.636,0.704,0.587,-4.221,0.0992,0.0493,0.0615,75
Flashdance...What a Feeling - Radio Edit,Irene Cara,pop,intense,0.655,122.49,0.392,0.572,0.00579,-7.027,0.0901,0.0344,3.41e-06,75
Ride Wit Me,"Nelly, City Spud",pop,happy,0.7,101.875,0.724,0.85,0.0607,-6.49,0.244,0.0478,1.66e-06,75
Mambo No. 5 (a Little Bit of...),Lou Bega,pop,happy,0.807,174.06,0.892,0.622,0.103,-6.752,0.306,0.408,0.0,75
Let's Groove,"Earth, Wind & Fire",pop,happy,0.648,125.035,0.9,0.869,0.121,-8.698,0.126,0.0633,2.17e-05,75
Maps,Yeah Yeah Yeahs,rock,intense,0.941,119.783,0.124,0.502,0.000346,-5.194,0.553,0.0716,0.319,75
The Anthem,Good Charlotte,punk,happy,0.939,177.751,0.893,0.494,0.00666,-3.127,0.139,0.126,0.0,75
I Miss You,blink-182,punk,happy,0.781,110.024,0.584,0.655,0.00103,-6.547,0.0867,0.034,5.33e-06,75
Face Down,The Red Jumpsuit Apparatus,punk,intense,0.932,92.956,0.464,0.545,0.000665,-2.189,0.127,0.0399,0.0,75
"Dance, Dance",Fall Out Boy,punk,intense,0.961,114.451,0.449,0.621,0.00523,-3.198,0.0854,0.154,0.0,75
King For A Day,"Pierce The Veil, Kellin Quinn",punk,intense,0.965,112.363,0.431,0.403,3.81e-05,-2.238,0.341,0.0964,0.000276,75
I Will Always Love You,Whitney Houston,blues,sad,0.214,67.531,0.11,0.332,0.845,-12.518,0.0839,0.0349,5.62e-06,75
You're Beautiful,James Blunt,blues,sad,0.479,81.998,0.454,0.675,0.633,-9.87,0.088,0.0278,1.76e-05,75
Stand By Me,Ben E. King,blues,chill,0.306,118.068,0.605,0.65,0.57,-9.443,0.0707,0.0393,7.07e-06,75
Free Bird,Lynyrd Skynyrd,rock,intense,0.834,118.222,0.337,0.249,0.0742,-8.21,0.0924,0.0574,9.69e-05,75
Thunder,"Gabry Ponte, LUM!X, Prezioso",electronic,intense,0.896,101.216,0.403,0.67,0.0342,-4.673,0.344,0.058,3.21e-05,75
(It Goes Like) Nanana - Edit,Peggy Gou,electronic,happy,0.876,129.998,0.964,0.671,0.12,-5.681,0.0823,0.0352,0.188,75
Baianá,Bakermat,electronic,intense,0.722,121.964,0.466,0.587,0.000754,-6.983,0.543,0.0709,0.668,75
Yonaguni,Bad Bunny,latin,intense,0.648,179.951,0.44,0.644,0.276,-4.601,0.135,0.118,0.0,75
DÁKITI,"Bad Bunny, JHAYCO",latin,intense,0.573,109.928,0.145,0.731,0.401,-10.059,0.113,0.0544,5.22e-05,75
QUE PRETENDES,"J Balvin, Bad Bunny",latin,happy,0.791,92.603,0.933,0.639,0.0275,-4.443,0.362,0.254,0.0,75
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",latin,happy,0.675,79.31,0.961,0.627,0.125,-7.125,0.0784,0.212,0.0,75
BELLAKEO,"Peso Pluma, Anitta",latin,intense,0.88,180.011,0.463,0.72,0.0562,-2.834,0.153,0.101,0.06,75
BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",latin,intense,0.617,173.97,0.486,0.703,0.215,-5.696,0.433,0.151,6.11e-06,75
ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",latin,chill,0.476,129.992,0.578,0.793,0.132,-10.515,0.115,0.0406,0.0,75
Onlar Anlamaz Halden,Semicenk,turkish,sad,0.327,90.025,0.181,0.707,0.185,-17.176,0.155,0.0687,0.0148,75
Geçiyor Zaman,Semicenk,turkish,intense,0.729,98.022,0.427,0.629,0.431,-5.235,0.253,0.0379,7.75e-05,75
"I'm Good Luv, Enjoy.",Aaron May,hip-hop,happy,0.586,130.012,0.954,0.891,0.0833,-4.665,0.213,0.121,0.0,75
Rosyln,"Bon Iver, St. Vincent",ambient,sad,0.277,159.719,0.121,0.329,0.971,-13.111,0.0971,0.0302,0.024,75
Waiting Room,Phoebe Bridgers,ambient,sad,0.289,129.753,0.12,0.531,0.339,-10.065,0.134,0.0286,0.000358,75
lacy,Olivia Rodrigo,ambient,sad,0.367,77.968,0.426,0.395,0.815,-7.653,0.11,0.0324,0.0,75
Halley's Comet,Billie Eilish,ambient,sad,0.159,72.38,0.0381,0.403,0.961,-16.728,0.34,0.104,0.0121,75
Come & Go (with Marshmello),"Juice WRLD, Marshmello",hip-hop,happy,0.814,144.991,0.535,0.625,0.0172,-5.181,0.158,0.0657,0.0,75
Chemical,Post Malone,hip-hop,intense,0.88,169.949,0.392,0.49,0.00154,-4.856,0.103,0.0435,0.0,75
Winning Speech,"Karan Aujla, Mxrci",hip-hop,intense,0.78,171.285,0.448,0.461,0.128,-5.004,0.181,0.363,0.0,75
Cheques,Shubh,hip-hop,intense,0.627,89.998,0.356,0.742,0.262,-8.939,0.269,0.0533,1.23e-05,75
One Love,Shubh,hip-hop,happy,0.512,144.926,0.881,0.848,0.284,-7.757,0.101,0.118,0.00645,75
Tu hai kahan,AUR,hip-hop,chill,0.356,83.679,0.569,0.708,0.437,-9.738,0.112,0.075,6.54e-05,75
Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",electronic,intense,0.577,119.986,0.206,0.795,0.00263,-9.638,0.051,0.0648,0.147,75
Todo Cambió,Camila,rock,intense,0.523,173.85,0.363,0.452,0.563,-6.453,0.233,0.0625,0.0,75
"Another Brick in the Wall, Pt. 2",Pink Floyd,rock,chill,0.394,104.114,0.721,0.693,0.0782,-15.882,0.247,0.0428,0.000694,74
Barracuda,Heart,rock,happy,0.691,137.145,0.667,0.548,0.015,-13.553,0.144,0.0369,0.106,74
American Pie,Don McLean,rock,sad,0.482,138.453,0.492,0.529,0.7,-11.709,0.0842,0.0599,0.0,74
Walk On the Wild Side,Lou Reed,rock,sad,0.318,104.522,0.385,0.575,0.683,-16.729,0.0934,0.109,0.000202,74
TEFLON DON,Future,hip-hop,intense,0.578,124.005,0.192,0.916,0.00349,-6.275,0.113,0.124,0.00402,74
Tailor Swif,A$AP Rocky,hip-hop,intense,0.527,77.499,0.212,0.824,0.149,-5.506,0.368,0.118,0.0,74
Going Bad (feat. Drake),"Meek Mill, Drake",hip-hop,chill,0.496,86.003,0.544,0.889,0.259,-6.365,0.252,0.0905,0.0,74
SEXO ES LA MODA,"Maria Becerra, Yandel",latin,happy,0.718,105.002,0.564,0.848,0.183,-4.385,0.116,0.0557,1.9e-05,74
Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",rock,happy,0.585,109.942,0.518,0.775,0.0422,-9.516,0.077,0.0271,0.619,74
You Get What You Give,New Radicals,rock,happy,0.901,113.967,0.744,0.621,0.17,-5.396,0.0875,0.0302,0.0,74
THE SHADE,Rex Orange County,rock,happy,0.509,119.869,0.727,0.898,0.391,-7.973,0.0876,0.062,0.0,74
With You,Chris Brown,r&b,happy,0.693,86.009,0.655,0.662,0.134,-4.298,0.145,0.0698,0.0,74
Heart Of A Woman,Summer Walker,r&b,sad,0.43,129.93,0.472,0.716,0.482,-8.28,0.146,0.112,0.0,74
Because Of You,Ne-Yo,r&b,happy,0.538,109.97,0.832,0.81,0.53,-5.783,0.0951,0.0357,0.0,74
Love in This Club (feat. Young Jeezy),"USHER, Jeezy",r&b,intense,0.712,140.012,0.346,0.573,0.0572,-5.976,0.167,0.0732,0.0,74
One More Time,Daft Punk,electronic,intense,0.697,122.746,0.476,0.613,0.0194,-8.618,0.332,0.133,0.0,74
Firestone,"Kygo, Conrad Sewell",electronic,intense,0.634,113.927,0.411,0.704,0.393,-7.374,0.0952,0.0428,3.17e-05,74
Perfect Strangers,"Jonas Blue, JP Cooper",electronic,happy,0.861,117.965,0.704,0.73,0.39,-4.1,0.213,0.0451,0.0,74
Love Tonight (David Guetta Remix Edit),"Shouse, David Guetta",electronic,intense,0.989,126.002,0.0348,0.621,0.015,-4.225,0.184,0.0434,0.357,74
Runaway (U & I),Galantis,electronic,intense,0.805,126.008,0.383,0.506,0.00711,-4.119,0.0856,0.0469,0.00193,74
TOO COOL TO BE CARELESS,PAWSA,gaming,happy,0.781,128.001,0.818,0.805,0.002,-7.225,0.0598,0.0434,0.302,74
Automotivo Bibi Fogosa,"Bibi Babydoll, Dj Brunin XM, KZA Produções",gaming,happy,0.848,135.048,0.774,0.721,0.26,-3.371,0.097,0.0266,2.11e-06,74
Bones,Imagine Dragons,gaming,happy,0.742,114.071,0.571,0.773,0.0206,-3.678,0.0754,0.046,0.0,74
First Person Shooter (feat. J. Cole),"Drake, J. Cole",gaming,intense,0.655,163.997,0.245,0.475,0.0306,-7.342,0.375,0.33,0.0,74
Doo Wop (That Thing),Ms. Lauryn Hill,hip-hop,intense,0.505,99.935,0.495,0.535,0.0393,-8.926,0.0923,0.245,0.0,74
Do For Love,2Pac,hip-hop,happy,0.63,95.0,0.717,0.874,0.0578,-3.585,0.0582,0.298,0.00479,74
"Shook Ones, Pt. II",Mobb Deep,hip-hop,happy,0.786,93.857,0.504,0.763,0.0146,-6.472,0.0817,0.229,0.0114,74
The Final Countdown,Europe,rock,intense,0.843,117.662,0.188,0.529,0.0628,-6.908,0.0608,0.0616,0.000827,74
SPIDER,"GIMS, DYSTINCT",hip-hop,happy,0.691,119.96,0.707,0.823,0.0774,-7.322,0.1,0.197,1.73e-06,74
Armageddon,aespa,k-pop,intense,0.786,91.992,0.465,0.695,0.0668,-2.048,0.109,0.0666,1.41e-06,74
Andrea,"Bad Bunny, Buscabulla",latin,intense,0.616,103.071,0.451,0.797,0.762,-10.229,0.0979,0.375,0.000293,74
Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",arabic,intense,0.639,168.112,0.261,0.772,0.15,-7.119,0.0698,0.467,0.0,74
Goodbyes (feat. Young Thug),"Post Malone, Young Thug",arabic,intense,0.653,150.097,0.163,0.547,0.456,-3.875,0.103,0.081,0.0,74
Wide Awake,Katy Perry,pop,happy,0.683,159.878,0.572,0.515,0.0749,-5.099,0.392,0.0371,2.64e-06,74
I'm Yours,Jason Mraz,pop,chill,0.444,150.96,0.712,0.703,0.559,-9.331,0.0973,0.0417,0.0,74
Wherever You Will Go,The Calling,pop,intense,0.719,112.027,0.371,0.558,0.0367,-5.113,0.115,0.0267,0.0,74
Somebody That I Used To Know,"Gotye, Kimbra",pop,chill,0.495,129.062,0.72,0.864,0.591,-7.036,0.0992,0.037,0.000133,74
Girl on Fire,Alicia Keys,pop,intense,0.706,92.513,0.144,0.482,0.135,-5.762,0.105,0.0607,0.00106,74
You Know I'm No Good,Amy Winehouse,pop,chill,0.495,103.375,0.799,0.694,0.0137,-14.222,0.0644,0.0329,0.00351,74
Be Alright,Dean Lewis,pop,intense,0.586,126.684,0.443,0.553,0.697,-6.319,0.0813,0.0362,0.0,74
Someone To You,BANNERS,pop,happy,0.903,74.988,0.652,0.52,0.00517,-5.497,0.254,0.042,0.0,74
"Whenever, Wherever",Shakira,pop,happy,0.832,107.657,0.871,0.794,0.237,-4.862,0.203,0.0407,1.14e-05,74
Destination Calabria - Radio Edit,"Alex Gaudino, Crystal Waters",pop,intense,0.954,128.016,0.312,0.627,0.0015,-4.804,0.292,0.0425,0.000814,74
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,pop,happy,0.853,108.016,0.605,0.731,0.0352,-4.219,0.268,0.0363,0.0,74
Like a Prayer,Madonna,pop,intense,0.842,111.038,0.26,0.625,0.264,-5.285,0.181,0.0376,2.12e-05,74
Hot N Cold,Katy Perry,pop,happy,0.842,132.032,0.861,0.706,7.73e-05,-3.956,0.0688,0.0417,0.0,74
Bye Bye Bye,*NSYNC,pop,happy,0.928,172.656,0.879,0.614,0.0408,-4.806,0.0845,0.0516,0.00104,74
Hot In Herre,Nelly,pop,happy,0.741,107.075,0.911,0.956,0.204,-4.753,0.0615,0.124,0.0,74
Take A Chance On Me,ABBA,pop,happy,0.675,107.064,0.924,0.684,0.163,-8.123,0.242,0.0257,0.0,74
Barbie Girl,Aqua,pop,happy,0.879,129.991,0.962,0.812,0.017,-10.998,0.365,0.0397,0.224,74
Give It To Me,"Timbaland, Justin Timberlake, Nelly Furtado",pop,happy,0.711,110.621,0.815,0.975,0.168,-3.904,0.0799,0.0632,0.000552,74
Just Can't Get Enough,Depeche Mode,pop,happy,0.772,128.168,0.919,0.766,0.403,-9.362,0.183,0.0353,0.0584,74
Stayin' Alive,Bee Gees,pop,happy,0.535,103.644,0.641,0.707,0.113,-19.793,0.0884,0.0436,0.00615,74
Breaking the Habit,Linkin Park,rock,happy,0.865,100.016,0.587,0.58,0.105,-4.359,0.106,0.0313,0.0,74
21 Guns,Green Day,rock,intense,0.742,159.779,0.416,0.268,0.0518,-4.939,0.626,0.0355,0.0,74
I Don't Love You,My Chemical Romance,rock,intense,0.796,169.835,0.33,0.289,0.00837,-4.22,0.202,0.0494,2.61e-05,74
CASTLE OF GLASS,Linkin Park,rock,happy,0.911,108.0,0.685,0.615,0.0686,-3.584,0.0908,0.0278,0.00188,74
In My Place,Coldplay,rock,intense,0.588,144.636,0.193,0.424,0.0553,-5.455,0.298,0.0278,4.95e-06,74
Paralyzer,Finger Eleven,rock,happy,0.939,106.031,0.861,0.644,0.157,-3.486,0.233,0.0456,0.0,74
By the Way,Red Hot Chili Peppers,rock,intense,0.97,122.444,0.198,0.451,0.0264,-4.938,0.102,0.107,0.00355,74
The Only Exception,Paramore,punk,intense,0.563,137.715,0.209,0.452,0.144,-6.607,0.143,0.0272,0.0,74
My Own Worst Enemy,Lit,punk,happy,0.946,103.408,0.741,0.494,0.00129,-2.757,0.398,0.0637,0.0,74
I'm Not Okay (I Promise),My Chemical Romance,punk,intense,0.94,179.722,0.255,0.21,0.00602,-3.427,0.269,0.123,0.0,74
First Date,blink-182,punk,happy,0.928,95.594,0.882,0.579,0.000715,-4.344,0.18,0.0411,0.0,74
Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,blues,sad,0.498,116.262,0.111,0.581,0.198,-6.9,0.132,0.0276,0.0,74
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,blues,sad,0.467,119.919,0.177,0.615,0.314,-9.883,0.099,0.0327,0.0,74
Mirror,"Lil Wayne, Bruno Mars",blues,intense,0.622,74.267,0.401,0.328,0.858,-7.291,0.104,0.0866,0.0,74
We Belong Together,Mariah Carey,blues,chill,0.476,139.987,0.767,0.84,0.0264,-7.918,0.0865,0.0629,0.0,74
Silver Lining,Mt. Joy,folk,intense,0.638,144.458,0.178,0.486,0.000921,-6.231,0.078,0.0323,0.0,74
Stubborn Love,The Lumineers,folk,intense,0.561,115.011,0.231,0.598,0.611,-11.676,0.196,0.0376,0.0417,74
Sleeping on the Blacktop,Colter Wall,folk,sad,0.309,82.789,0.473,0.583,0.824,-14.509,0.11,0.045,0.207,74
Supernova Love,"IVE, David Guetta",electronic,happy,0.886,120.032,0.778,0.655,0.066,-5.227,0.277,0.0502,0.0,74
Mwaki,"Zerb, Sofiya Nzau",electronic,intense,0.637,120.033,0.0509,0.847,0.201,-8.751,0.121,0.0587,0.201,74
Alibi (feat. Rudimental),"Ella Henderson, Rudimental",electronic,intense,0.793,87.024,0.411,0.545,0.191,-3.615,0.335,0.0371,0.00281,74
WHERE SHE GOES,Bad Bunny,latin,intense,0.8,143.978,0.234,0.652,0.143,-4.019,0.112,0.0614,0.629,74
Volví,"Aventura, Bad Bunny",latin,happy,0.86,175.896,0.791,0.725,0.422,-3.726,0.0674,0.182,0.000284,74
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",latin,intense,0.618,81.993,0.391,0.856,0.0303,-4.892,0.0866,0.286,0.0,74
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",latin,happy,0.765,174.021,0.855,0.691,0.464,-4.727,0.203,0.111,3.29e-06,74
Si Veo a Tu Mamá,Bad Bunny,latin,happy,0.603,129.928,0.824,0.9,0.402,-5.313,0.134,0.0646,4.81e-06,74
512,"Mora, JHAYCO",latin,happy,0.673,87.961,0.695,0.818,0.348,-7.542,0.172,0.148,0.0,74
Una Vez,"Bad Bunny, Mora",latin,happy,0.598,83.836,0.543,0.55,0.132,-5.402,0.0955,0.0831,2.58e-06,74
QUEMA,"Ryan Castro, Peso Pluma, SOG",latin,happy,0.892,97.008,0.916,0.791,0.0509,-2.58,0.0609,0.0521,0.000355,74
Önümüz Yaz,Simge,turkish,happy,0.914,108.02,0.839,0.726,0.0758,-4.226,0.54,0.0802,0.0,74
listen before i go,Billie Eilish,ambient,sad,0.0561,79.764,0.082,0.319,0.935,-23.023,0.388,0.045,0.00384,74
Would That I,Hozier,ambient,happy,0.526,130.694,0.502,0.521,0.243,-6.032,0.108,0.0281,0.00537,74
I Just Called To Say I Love You,Stevie Wonder,korean,happy,0.551,113.535,0.65,0.748,0.243,-9.054,0.0943,0.0239,1.57e-06,74
Russian Bandana,Dhanda Nyoliwala,hip-hop,happy,0.615,84.07,0.918,0.775,0.304,-5.682,0.0595,0.368,0.0,74
I'm God,"Clams Casino, Imogen Heap",electronic,intense,0.641,141.931,0.089,0.529,0.0711,-6.78,0.102,0.0336,0.76,74
Eres,Café Tacvba,rock,intense,0.731,149.987,0.446,0.583,0.0107,-6.18,0.238,0.0271,0.0136,74
Clavado en Un Bar,Maná,rock,happy,0.854,148.003,0.564,0.634,0.00737,-3.444,0.0664,0.0369,2.49e-06,74
Love Story,Indila,electronic,sad,0.255,95.978,0.331,0.375,0.815,-12.279,0.0845,0.0377,0.0,74
Est-ce que tu m'aimes ? - Pilule bleue,GIMS,electronic,happy,0.852,119.892,0.601,0.779,0.235,-3.353,0.212,0.0651,0.0,74
Imagine,Carbonne,electronic,happy,0.627,118.093,0.909,0.788,0.693,-9.072,0.232,0.0751,0.0,74
soso,Omah Lay,latin,happy,0.725,105.016,0.53,0.711,0.424,-8.315,0.11,0.0941,0.129,74
Carry on Wayward Son,Kansas,rock,happy,0.786,126.755,0.793,0.482,0.00321,-5.735,0.446,0.032,8.88e-05,73
Fly Away,Lenny Kravitz,rock,happy,0.872,159.925,0.735,0.587,0.018,-5.066,0.622,0.0484,0.0,73
Alive,Pearl Jam,rock,happy,0.875,75.009,0.595,0.284,0.00752,-6.069,0.402,0.0422,0.000461,73
The Boys Of Summer,Don Henley,rock,happy,0.549,176.941,0.907,0.516,0.501,-13.741,0.184,0.0373,0.00572,73
Learn to Fly,Foo Fighters,rock,happy,0.919,135.997,0.537,0.465,1.83e-05,-4.025,0.262,0.0408,2.07e-05,73
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,rock,intense,0.72,121.864,0.475,0.404,5.59e-05,-9.18,0.0466,0.0623,0.836,73
No Rain,Blind Melon,rock,chill,0.476,148.117,0.566,0.389,0.619,-9.342,0.255,0.0316,5.09e-05,73
PLUTOSKI,Future,hip-hop,intense,0.533,120.011,0.15,0.794,0.14,-8.206,0.207,0.0591,2.76e-05,73
Help Me,Real Boston Richey,hip-hop,happy,0.709,78.53,0.564,0.749,0.155,-6.385,0.329,0.259,0.0,73
I CAN’T LET GO,"Lil Tecca, Don Toliver",hip-hop,intense,0.761,147.216,0.313,0.649,0.00694,-4.204,0.207,0.152,0.0,73
Light Year (Practice),Lil Uzi Vert,hip-hop,intense,0.692,140.203,0.427,0.637,0.0153,-7.231,0.345,0.164,0.0,73
Both Ways,Juice WRLD,hip-hop,sad,0.396,78.022,0.413,0.726,0.269,-9.121,0.527,0.283,0.0,73
née-nah,"21 Savage, Travis Scott, Metro Boomin",hip-hop,intense,0.758,165.409,0.331,0.681,0.00465,-6.524,0.555,0.188,0.0,73
Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",hip-hop,sad,0.449,136.006,0.1,0.578,0.0618,-6.349,0.119,0.286,2.17e-06,73
Ambition For Cash,Key Glock,hip-hop,happy,0.732,149.012,0.576,0.841,0.0115,-5.186,0.136,0.19,2.18e-05,73
Brindis,"Duki, Headie One",hip-hop,happy,0.637,135.055,0.616,0.851,0.225,-6.149,0.227,0.104,0.0,73
Nena Maldición (feat. Lenny Tavárez),"Paulo Londra, Lenny Tavárez",hip-hop,intense,0.531,118.96,0.367,0.566,0.192,-6.635,0.179,0.0716,0.0,73
1993,Matuê,hip-hop,happy,0.88,92.055,0.582,0.753,0.455,-3.165,0.146,0.081,0.0,73
CANZONE D'ODIO (feat. Lil Baby),"Lazza, Lil Baby",hip-hop,intense,0.735,99.827,0.403,0.697,0.172,-4.16,0.099,0.0497,0.0,73
Siento que merezco más,LATIN MAFIA,latin,chill,0.445,156.023,0.512,0.55,0.262,-9.548,0.507,0.0847,0.00318,73
JACKPOT,"Belinda, Kenia OS",latin,happy,0.806,123.009,0.594,0.763,0.0012,-4.946,0.0612,0.0532,1.32e-05,73
Shayad,"Pritam, Arijit Singh",indian,sad,0.468,135.875,0.319,0.483,0.784,-7.642,0.152,0.0341,0.0,73
Time to Pretend,MGMT,rock,intense,0.94,100.99,0.421,0.438,8.74e-05,-3.249,0.3,0.0452,0.0777,73
Vampire Empire,Big Thief,rock,happy,0.572,131.272,0.66,0.636,0.287,-7.797,0.0878,0.0913,0.0,73
Her,The American Dawn,rock,happy,0.603,102.99,0.527,0.66,0.00566,-7.7,0.0751,0.025,0.0144,73
The Gambler,Kenny Rogers,country,happy,0.501,87.086,0.858,0.668,0.342,-13.119,0.194,0.0629,0.0,73
The Boy Is Mine,"Brandy, Monica",r&b,happy,0.707,93.145,0.761,0.704,0.539,-6.537,0.318,0.0391,0.00106,73
Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign",r&b,intense,0.725,146.163,0.291,0.61,0.367,-5.131,0.154,0.15,0.0,73
You,"Lloyd, Lil Wayne",r&b,happy,0.876,130.21,0.706,0.412,0.102,-6.008,0.297,0.472,0.0,73
The Weekend,SZA,r&b,sad,0.366,73.313,0.161,0.4,0.242,-9.405,0.126,0.0597,0.0,73
Middle,"DJ Snake, Bipolar Sunshine",electronic,intense,0.695,104.879,0.224,0.583,0.0138,-5.336,0.0527,0.0423,0.0,73
Infinity 2008 - Klaas Vocal Edit,"Guru Josh Project, Klaas",electronic,intense,0.862,128.036,0.469,0.498,0.000313,-6.02,0.352,0.0588,0.00918,73
King,Olly Alexander (Years & Years),electronic,intense,0.857,119.975,0.432,0.56,0.0594,-4.145,0.381,0.0384,0.0,73
Clarity,"Zedd, Foxes",electronic,intense,0.781,128.0,0.176,0.509,0.0398,-3.48,0.0749,0.072,0.0,73
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",electronic,happy,0.73,85.979,0.525,0.596,0.24,-4.091,0.325,0.151,0.0,73
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"Felix Jaehn, Jasmine Thompson",electronic,intense,0.568,117.973,0.459,0.78,0.668,-6.96,0.0698,0.031,0.000168,73
Hear Me Now,"Alok, Zeeba, Bruno Martini",electronic,sad,0.463,121.999,0.496,0.778,0.546,-7.603,0.0731,0.0389,0.00289,73
ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",electronic,intense,0.774,112.05,0.33,0.674,0.0686,-7.567,0.393,0.0892,0.00188,73
Stay,"Zedd, Alessia Cara",electronic,happy,0.622,102.04,0.544,0.69,0.253,-5.025,0.116,0.0622,0.0,73
Atmosphere,"FISHER, Kita Alexander",gaming,happy,0.895,125.985,0.757,0.762,0.00623,-4.562,0.204,0.0734,0.142,73
9mm,"Memphis Cult, Groove Dealers, SPLYXER",gaming,intense,0.915,154.964,0.304,0.737,0.00322,-2.749,0.084,0.0412,2.58e-05,73
edamame,"bbno$, Rich Brian",gaming,happy,0.85,106.036,0.694,0.815,0.0232,-4.704,0.0245,0.113,0.000143,73
Breathe,Yeat,gaming,intense,0.546,118.051,0.113,0.76,0.0284,-13.092,0.103,0.0616,0.924,73
GOOD LOYAL THOTS,Odetari,gaming,happy,0.86,146.441,0.607,0.585,0.0566,-5.274,0.18,0.116,0.000142,73
Let's Go,Key Glock,gaming,intense,0.636,75.486,0.267,0.654,0.00258,-6.904,0.412,0.0845,0.0,73
GODS,"League of Legends, NewJeans",gaming,intense,0.765,145.988,0.492,0.588,0.00685,-5.914,0.2,0.0518,3.23e-05,73
カーテンコール,Yuuri,j-pop,happy,0.905,141.131,0.735,0.545,0.103,-3.823,0.182,0.0684,0.0,73
Walk,Pantera,metal,happy,0.704,118.242,0.703,0.43,0.000155,-8.008,0.0933,0.0804,0.00221,73
I Got 5 On It,"Luniz, Michael Marshall",hip-hop,happy,0.706,174.039,0.579,0.584,0.209,-7.899,0.125,0.366,0.0,73
Juicy - 2005 Remaster,The Notorious B.I.G.,hip-hop,happy,0.818,96.063,0.782,0.889,0.47,-4.639,0.179,0.253,0.0,73
Hells Bells,AC/DC,rock,intense,0.873,106.767,0.303,0.389,0.00532,-4.768,0.273,0.0475,0.0055,73
Every Little Thing She Does Is Magic,The Police,rock,intense,0.768,81.909,0.429,0.558,0.121,-9.997,0.124,0.0343,0.0626,73
